deviation_id,product_id,batch_id,plant_id,deviation_type,severity,root_cause_code,capa_status,reported_date,closed_date
DEV000489,PROD00460,BATCH001014,PLANT02,Temperature Excursion,Critical,RC023,Closed,2023-02-08,2023-02-23
DEV000490,PROD00809,BATCH001200,PLANT04,Process Deviation,Major,RC001,Closed,2023-09-29,2023-10-30
DEV000491,PROD00097,BATCH000854,PLANT04,Contamination,Minor,RC025,Closed,2025-01-04,2025-01-28
DEV000492,PROD00206,BATCH000610,PLANT02,Equipment Malfunction,Minor,RC007,Closed,2023-12-22,2024-01-09
DEV000493,PROD00393,BATCH001116,PLANT03,Documentation Error,Minor,RC003,Closed,2023-06-20,2023-07-26
DEV000494,PROD00707,BATCH000831,PLANT05,Out-of-Specification (OOS),Minor,RC004,Closed,2023-12-13,2023-12-22
DEV000495,PROD00892,BATCH001087,PLANT01,Contamination,Critical,RC016,Closed,2025-05-08,2025-06-09
DEV000496,PROD00051,BATCH000675,PLANT01,Labeling Error,Major,RC007,Closed,2024-01-27,2024-03-07
DEV000497,PROD00866,BATCH000046,PLANT01,Temperature Excursion,Major,RC013,Closed,2023-08-28,2023-09-08
DEV000498,PROD00298,BATCH000086,PLANT03,Process Deviation,Minor,RC011,Closed,2024-02-03,2024-02-11
DEV000499,PROD00949,BATCH001196,PLANT05,Equipment Malfunction,Major,RC001,Closed,2025-05-18,2025-06-27
DEV000500,PROD00321,BATCH001285,PLANT01,Labeling Error,Minor,RC006,Closed,2024-02-18,2024-03-08
DEV000501,PROD00042,BATCH000896,PLANT05,Temperature Excursion,Minor,RC024,Closed,2023-02-04,2023-02-24
DEV000502,PROD00210,BATCH000006,PLANT02,Out-of-Specification (OOS),Major,RC013,Open,2023-05-06,
DEV000503,PROD00806,BATCH000101,PLANT05,Documentation Error,Major,RC013,Closed,2024-08-26,2024-09-05
DEV000504,PROD00629,BATCH000677,PLANT05,Process Deviation,Minor,RC017,Closed,2025-08-05,2025-09-11
DEV000505,PROD00520,BATCH000903,PLANT04,Contamination,Major,RC001,Under Review,2025-08-10,
DEV000506,PROD00985,BATCH001022,PLANT03,Contamination,Minor,RC003,Closed,2025-06-29,2025-08-04
DEV000507,PROD00569,BATCH000297,PLANT03,Labeling Error,Minor,RC019,Open,2025-02-09,
DEV000508,PROD00718,BATCH000580,PLANT03,Temperature Excursion,Major,RC022,Closed,2023-04-13,2023-05-25
DEV000509,PROD00612,BATCH001362,PLANT05,Contamination,Minor,RC015,Closed,2024-03-25,2024-04-13
DEV000510,PROD00930,BATCH000424,PLANT04,Temperature Excursion,Minor,RC024,Closed,2023-04-13,2023-05-09
DEV000511,PROD00167,BATCH000161,PLANT05,Equipment Malfunction,Minor,RC011,Closed,2023-12-22,2024-01-20
DEV000512,PROD00759,BATCH000079,PLANT05,Documentation Error,Minor,RC009,Closed,2023-10-09,2023-11-22
DEV000513,PROD00412,BATCH000847,PLANT04,Out-of-Specification (OOS),Major,RC020,Closed,2024-12-13,2024-12-21
DEV000514,PROD00867,BATCH000819,PLANT01,Contamination,Major,RC008,Under Review,2025-05-09,
DEV000515,PROD00061,BATCH000565,PLANT02,Equipment Malfunction,Minor,RC014,Closed,2024-07-23,2024-08-30
DEV000516,PROD00334,BATCH000632,PLANT04,Process Deviation,Major,RC022,Under Review,2024-06-24,
DEV000517,PROD00469,BATCH001299,PLANT04,Temperature Excursion,Minor,RC016,Closed,2024-06-15,2024-07-29
DEV000518,PROD00689,BATCH001054,PLANT01,Labeling Error,Minor,RC001,Open,2023-03-03,
DEV000519,PROD00058,BATCH000942,PLANT04,Labeling Error,Major,RC020,Closed,2023-08-23,2023-10-06
DEV000520,PROD00267,BATCH001432,PLANT04,Contamination,Critical,RC015,Closed,2024-04-08,2024-05-01
DEV000521,PROD00855,BATCH000164,PLANT04,Contamination,Major,RC010,Under Review,2025-08-04,
DEV000522,PROD00620,BATCH001142,PLANT04,Equipment Malfunction,Major,RC016,Closed,2023-11-14,2023-12-02
DEV000523,PROD00047,BATCH000744,PLANT05,Contamination,Minor,RC014,Open,2023-06-26,
DEV000524,PROD00318,BATCH000694,PLANT04,Contamination,Minor,RC008,Closed,2023-11-04,2023-12-10
DEV000525,PROD00685,BATCH000918,PLANT04,Documentation Error,Major,RC004,Closed,2024-02-11,2024-03-10
DEV000526,PROD00179,BATCH001315,PLANT04,Documentation Error,Minor,RC014,Open,2023-07-10,
DEV000527,PROD00712,BATCH000016,PLANT04,Process Deviation,Minor,RC001,Closed,2023-10-09,2023-11-20
DEV000528,PROD00784,BATCH000001,PLANT02,Temperature Excursion,Major,RC009,Closed,2024-05-30,2024-06-27
DEV000529,PROD00231,BATCH001163,PLANT02,Out-of-Specification (OOS),Minor,RC013,Closed,2023-04-12,2023-04-16
DEV000530,PROD00625,BATCH000080,PLANT05,Out-of-Specification (OOS),Minor,RC019,Closed,2025-07-07,2025-07-25
DEV000531,PROD00833,BATCH000214,PLANT05,Documentation Error,Minor,RC015,Closed,2023-10-13,2023-10-22
DEV000532,PROD00830,BATCH000537,PLANT02,Labeling Error,Minor,RC003,Closed,2024-09-05,2024-10-12
DEV000533,PROD00428,BATCH001032,PLANT04,Process Deviation,Minor,RC009,Under Review,2023-06-29,
DEV000534,PROD00867,BATCH000343,PLANT01,Equipment Malfunction,Major,RC019,Closed,2023-04-20,2023-04-23
DEV000535,PROD00037,BATCH001458,PLANT01,Documentation Error,Major,RC011,Closed,2025-08-10,2025-09-04
DEV000536,PROD00072,BATCH000867,PLANT04,Contamination,Minor,RC020,Closed,2024-01-07,2024-02-01
DEV000537,PROD00982,BATCH000710,PLANT04,Equipment Malfunction,Major,RC007,Closed,2025-05-10,2025-05-15
DEV000538,PROD00547,BATCH000608,PLANT01,Temperature Excursion,Minor,RC010,Open,2024-05-23,
DEV000539,PROD00087,BATCH000437,PLANT03,Equipment Malfunction,Critical,RC021,Under Review,2024-06-09,
DEV000540,PROD00484,BATCH000949,PLANT03,Labeling Error,Major,RC015,Closed,2024-02-12,2024-03-03
DEV000541,PROD00579,BATCH000413,PLANT05,Labeling Error,Major,RC016,Closed,2023-07-15,2023-07-23
DEV000542,PROD00256,BATCH001324,PLANT03,Labeling Error,Major,RC008,Closed,2025-05-28,2025-07-06
DEV000543,PROD00838,BATCH000992,PLANT02,Contamination,Critical,RC020,Closed,2023-12-03,2023-12-27
DEV000544,PROD00207,BATCH001427,PLANT02,Equipment Malfunction,Minor,RC009,Under Review,2024-05-29,
DEV000545,PROD00337,BATCH000666,PLANT03,Contamination,Critical,RC003,Closed,2023-07-18,2023-08-18
DEV000546,PROD00625,BATCH000321,PLANT05,Labeling Error,Major,RC006,Under Review,2024-07-27,
DEV000547,PROD00748,BATCH000876,PLANT05,Equipment Malfunction,Major,RC010,Closed,2024-08-31,2024-09-26
DEV000548,PROD00742,BATCH000088,PLANT05,Equipment Malfunction,Minor,RC003,Open,2025-07-22,
DEV000549,PROD00909,BATCH000278,PLANT04,Documentation Error,Major,RC021,Closed,2024-08-17,2024-09-20
DEV000550,PROD00947,BATCH000256,PLANT04,Documentation Error,Minor,RC014,Closed,2023-09-17,2023-09-28
DEV000551,PROD00555,BATCH000350,PLANT03,Temperature Excursion,Minor,RC003,Closed,2023-12-22,2024-01-17
DEV000552,PROD00220,BATCH000556,PLANT01,Documentation Error,Major,RC018,Closed,2023-07-11,2023-07-17
DEV000553,PROD00951,BATCH000740,PLANT01,Contamination,Major,RC014,Closed,2025-08-02,2025-08-31
DEV000554,PROD00924,BATCH000043,PLANT01,Equipment Malfunction,Major,RC025,Closed,2023-11-01,2023-11-07
DEV000555,PROD00525,BATCH000855,PLANT04,Process Deviation,Minor,RC010,Closed,2025-06-21,2025-07-26
DEV000556,PROD00121,BATCH000284,PLANT03,Documentation Error,Minor,RC021,Closed,2025-07-25,2025-08-18
DEV000557,PROD00243,BATCH000849,PLANT03,Labeling Error,Major,RC014,Closed,2024-07-11,2024-08-04
DEV000558,PROD00973,BATCH000483,PLANT02,Labeling Error,Major,RC024,Closed,2023-02-22,2023-03-31
DEV000559,PROD00337,BATCH001003,PLANT03,Labeling Error,Critical,RC003,Open,2024-12-11,
DEV000560,PROD00846,BATCH000066,PLANT02,Temperature Excursion,Critical,RC015,Closed,2024-06-20,2024-07-25
DEV000561,PROD00569,BATCH001028,PLANT03,Labeling Error,Major,RC025,Closed,2023-07-03,2023-07-21
DEV000562,PROD00262,BATCH001210,PLANT04,Process Deviation,Minor,RC024,Closed,2024-10-21,2024-11-10
DEV000563,PROD00358,BATCH000729,PLANT02,Labeling Error,Major,RC005,Open,2023-04-02,
DEV000564,PROD00837,BATCH001104,PLANT02,Labeling Error,Critical,RC025,Closed,2025-08-02,2025-08-27
DEV000565,PROD00336,BATCH001398,PLANT01,Equipment Malfunction,Minor,RC013,Closed,2023-12-20,2024-01-14
DEV000566,PROD00362,BATCH000806,PLANT05,Labeling Error,Major,RC004,Open,2024-05-18,
DEV000567,PROD00413,BATCH000034,PLANT02,Out-of-Specification (OOS),Major,RC007,Closed,2024-12-18,2025-01-12
DEV000568,PROD00235,BATCH000311,PLANT02,Documentation Error,Major,RC008,Closed,2025-02-17,2025-03-13
DEV000569,PROD00439,BATCH000348,PLANT04,Contamination,Minor,RC025,Closed,2023-03-05,2023-03-25
DEV000570,PROD00707,BATCH001390,PLANT05,Out-of-Specification (OOS),Major,RC018,Closed,2024-01-15,2024-02-04
DEV000571,PROD00387,BATCH000085,PLANT05,Labeling Error,Minor,RC019,Closed,2025-03-18,2025-04-06
DEV000572,PROD00988,BATCH000916,PLANT03,Equipment Malfunction,Major,RC002,Closed,2023-11-16,2023-12-02
DEV000573,PROD00426,BATCH001129,PLANT01,Equipment Malfunction,Major,RC011,Closed,2025-03-13,2025-03-31
DEV000574,PROD00394,BATCH000765,PLANT04,Out-of-Specification (OOS),Minor,RC025,Closed,2024-09-29,2024-10-03
DEV000575,PROD00844,BATCH000249,PLANT04,Documentation Error,Critical,RC024,Closed,2023-07-24,2023-09-05
DEV000576,PROD00466,BATCH000072,PLANT05,Documentation Error,Minor,RC011,Closed,2024-09-01,2024-09-28
DEV000577,PROD00881,BATCH000725,PLANT02,Labeling Error,Minor,RC024,Closed,2024-10-03,2024-10-29
DEV000578,PROD00779,BATCH001066,PLANT04,Temperature Excursion,Major,RC012,Closed,2024-11-30,2025-01-04
DEV000579,PROD00917,BATCH001110,PLANT05,Process Deviation,Major,RC008,Closed,2025-04-18,2025-05-19
DEV000580,PROD00140,BATCH001413,PLANT03,Out-of-Specification (OOS),Minor,RC003,Closed,2023-09-08,2023-10-18
DEV000581,PROD00054,BATCH001124,PLANT05,Equipment Malfunction,Critical,RC017,Closed,2024-05-17,2024-06-11
DEV000582,PROD00067,BATCH000929,PLANT05,Process Deviation,Minor,RC006,Closed,2024-06-23,2024-07-24
DEV000583,PROD00815,BATCH000833,PLANT02,Equipment Malfunction,Major,RC019,Under Review,2024-06-02,
DEV000584,PROD00544,BATCH001091,PLANT02,Documentation Error,Major,RC017,Closed,2025-05-16,2025-06-20
DEV000585,PROD00033,BATCH000417,PLANT01,Out-of-Specification (OOS),Minor,RC020,Open,2023-10-05,
DEV000586,PROD00893,BATCH000060,PLANT04,Labeling Error,Major,RC025,Closed,2023-06-22,2023-07-18
DEV000587,PROD00795,BATCH000851,PLANT04,Out-of-Specification (OOS),Major,RC023,Closed,2025-03-06,2025-04-03
DEV000588,PROD00954,BATCH000155,PLANT03,Temperature Excursion,Major,RC006,Closed,2025-01-19,2025-02-09
DEV000589,PROD00705,BATCH000494,PLANT01,Labeling Error,Minor,RC007,Closed,2024-05-13,2024-06-09
DEV000590,PROD00081,BATCH000416,PLANT03,Out-of-Specification (OOS),Major,RC015,Closed,2024-08-27,2024-10-03
DEV000591,PROD00363,BATCH001259,PLANT02,Equipment Malfunction,Major,RC018,Closed,2024-04-08,2024-05-02
DEV000592,PROD00086,BATCH001333,PLANT05,Contamination,Minor,RC022,Closed,2024-02-09,2024-02-14
DEV000593,PROD00981,BATCH000196,PLANT03,Contamination,Major,RC019,Open,2024-07-28,
DEV000594,PROD00975,BATCH001162,PLANT02,Temperature Excursion,Minor,RC001,Under Review,2023-02-16,
DEV000595,PROD00177,BATCH000720,PLANT03,Process Deviation,Minor,RC016,Closed,2023-06-07,2023-06-26
DEV000596,PROD00571,BATCH000884,PLANT04,Documentation Error,Minor,RC009,Closed,2024-08-04,2024-08-09
DEV000597,PROD00996,BATCH000281,PLANT02,Contamination,Minor,RC004,Open,2024-10-24,
DEV000598,PROD00970,BATCH001275,PLANT01,Labeling Error,Major,RC022,Closed,2025-08-01,2025-09-07
DEV000599,PROD00856,BATCH000775,PLANT05,Documentation Error,Minor,RC007,Open,2023-06-18,
DEV000600,PROD00639,BATCH001193,PLANT04,Process Deviation,Major,RC021,Closed,2025-04-02,2025-04-16
DEV000601,PROD00017,BATCH001154,PLANT03,Out-of-Specification (OOS),Major,RC005,Closed,2024-01-22,2024-03-04
DEV000602,PROD00254,BATCH000622,PLANT01,Labeling Error,Major,RC013,Open,2024-03-08,
DEV000603,PROD00405,BATCH000448,PLANT03,Contamination,Minor,RC001,Closed,2023-06-13,2023-07-03
DEV000604,PROD00828,BATCH001218,PLANT04,Temperature Excursion,Minor,RC011,Closed,2025-06-03,2025-06-20
DEV000605,PROD00202,BATCH000051,PLANT03,Process Deviation,Minor,RC022,Closed,2024-11-14,2024-11-18
DEV000606,PROD00623,BATCH001294,PLANT02,Equipment Malfunction,Minor,RC013,Open,2023-02-01,
DEV000607,PROD00262,BATCH001463,PLANT04,Documentation Error,Minor,RC011,Closed,2024-10-23,2024-11-28
DEV000608,PROD00850,BATCH000263,PLANT04,Equipment Malfunction,Minor,RC016,Under Review,2024-10-10,
DEV000609,PROD00792,BATCH000515,PLANT05,Labeling Error,Minor,RC013,Open,2025-02-23,
DEV000610,PROD00190,BATCH000863,PLANT03,Process Deviation,Minor,RC010,Closed,2023-01-20,2023-01-25
DEV000611,PROD00216,BATCH000341,PLANT03,Documentation Error,Minor,RC016,Closed,2023-11-14,2023-12-29
DEV000612,PROD00649,BATCH000386,PLANT03,Contamination,Major,RC009,Closed,2025-01-21,2025-02-12
DEV000613,PROD00015,BATCH000154,PLANT02,Contamination,Minor,RC013,Closed,2024-03-21,2024-03-26
DEV000614,PROD00049,BATCH001135,PLANT02,Documentation Error,Minor,RC015,Closed,2024-05-18,2024-07-01
DEV000615,PROD00347,BATCH000484,PLANT05,Documentation Error,Minor,RC004,Closed,2023-06-07,2023-07-19
DEV000616,PROD00224,BATCH000359,PLANT02,Equipment Malfunction,Minor,RC020,Open,2025-01-03,
DEV000617,PROD00882,BATCH000009,PLANT03,Contamination,Major,RC018,Closed,2023-08-02,2023-08-21
DEV000618,PROD00068,BATCH000858,PLANT03,Equipment Malfunction,Minor,RC024,Closed,2023-03-02,2023-04-15
DEV000619,PROD00727,BATCH001141,PLANT04,Contamination,Major,RC022,Closed,2023-08-06,2023-08-26
DEV000620,PROD00832,BATCH000174,PLANT03,Labeling Error,Minor,RC025,Closed,2024-07-24,2024-08-30
DEV000621,PROD00729,BATCH000184,PLANT05,Documentation Error,Major,RC008,Closed,2023-08-30,2023-09-03
DEV000622,PROD00699,BATCH000318,PLANT04,Labeling Error,Major,RC024,Closed,2023-09-06,2023-09-29
DEV000623,PROD00474,BATCH000411,PLANT02,Equipment Malfunction,Major,RC001,Closed,2023-08-28,2023-10-08
DEV000624,PROD00266,BATCH000975,PLANT03,Process Deviation,Major,RC007,Closed,2024-01-02,2024-02-13
DEV000625,PROD00924,BATCH000776,PLANT01,Labeling Error,Major,RC011,Closed,2023-01-27,2023-03-05
DEV000626,PROD00621,BATCH000059,PLANT03,Process Deviation,Minor,RC011,Closed,2025-02-09,2025-02-14
DEV000627,PROD00196,BATCH000397,PLANT05,Equipment Malfunction,Minor,RC018,Closed,2024-01-08,2024-01-24
DEV000628,PROD00465,BATCH000605,PLANT04,Contamination,Major,RC001,Open,2023-05-17,
DEV000629,PROD00813,BATCH000270,PLANT05,Temperature Excursion,Minor,RC015,Closed,2024-04-05,2024-05-07
DEV000630,PROD00811,BATCH000679,PLANT05,Contamination,Major,RC023,Closed,2024-09-25,2024-11-06
DEV000631,PROD00201,BATCH000927,PLANT04,Documentation Error,Minor,RC011,Under Review,2024-07-21,
DEV000632,PROD00060,BATCH000709,PLANT05,Out-of-Specification (OOS),Major,RC021,Open,2025-04-17,
DEV000633,PROD00889,BATCH000513,PLANT01,Out-of-Specification (OOS),Major,RC017,Open,2024-12-30,
DEV000634,PROD00273,BATCH000425,PLANT04,Out-of-Specification (OOS),Critical,RC013,Open,2023-08-31,
DEV000635,PROD00516,BATCH000954,PLANT01,Process Deviation,Major,RC002,Closed,2023-08-17,2023-08-21
DEV000636,PROD00451,BATCH000113,PLANT04,Labeling Error,Minor,RC023,Closed,2025-01-15,2025-02-27
DEV000637,PROD00695,BATCH001149,PLANT03,Equipment Malfunction,Minor,RC012,Closed,2024-05-12,2024-05-20
DEV000638,PROD00682,BATCH001063,PLANT01,Temperature Excursion,Major,RC008,Open,2023-02-03,
DEV000639,PROD00356,BATCH000779,PLANT04,Labeling Error,Major,RC015,Closed,2025-06-05,2025-06-28
DEV000640,PROD00870,BATCH001122,PLANT02,Equipment Malfunction,Minor,RC004,Open,2023-11-23,
DEV000641,PROD00620,BATCH000346,PLANT04,Process Deviation,Minor,RC004,Closed,2025-05-12,2025-05-15
DEV000642,PROD00967,BATCH000265,PLANT03,Contamination,Critical,RC008,Under Review,2025-06-26,
DEV000643,PROD00012,BATCH000109,PLANT03,Temperature Excursion,Minor,RC014,Open,2023-06-06,
DEV000644,PROD00158,BATCH001233,PLANT01,Contamination,Minor,RC001,Closed,2023-08-30,2023-10-13
DEV000645,PROD00182,BATCH000531,PLANT02,Process Deviation,Minor,RC021,Closed,2023-06-25,2023-07-23
DEV000646,PROD00744,BATCH001283,PLANT04,Equipment Malfunction,Minor,RC008,Closed,2024-08-29,2024-09-20
DEV000647,PROD00143,BATCH001069,PLANT04,Out-of-Specification (OOS),Minor,RC018,Under Review,2024-12-18,
DEV000648,PROD00554,BATCH001241,PLANT02,Contamination,Minor,RC006,Closed,2023-06-13,2023-07-26
DEV000649,PROD00067,BATCH001500,PLANT05,Contamination,Critical,RC018,Closed,2024-07-16,2024-08-17
DEV000650,PROD00747,BATCH000112,PLANT01,Labeling Error,Minor,RC016,Closed,2024-08-12,2024-09-24
DEV000651,PROD00038,BATCH000813,PLANT05,Temperature Excursion,Minor,RC021,Closed,2023-02-24,2023-04-04
DEV000652,PROD00856,BATCH000119,PLANT05,Labeling Error,Minor,RC022,Open,2024-09-03,
DEV000653,PROD00550,BATCH000308,PLANT03,Labeling Error,Major,RC004,Closed,2023-04-27,2023-05-30
DEV000654,PROD00608,BATCH000576,PLANT04,Process Deviation,Minor,RC021,Closed,2024-09-05,2024-09-09
DEV000655,PROD00586,BATCH000572,PLANT04,Out-of-Specification (OOS),Minor,RC021,Closed,2024-10-20,2024-12-03
DEV000656,PROD00218,BATCH000808,PLANT03,Labeling Error,Major,RC024,Closed,2025-01-20,2025-02-16
DEV000657,PROD00773,BATCH000100,PLANT02,Equipment Malfunction,Major,RC016,Open,2024-07-23,
DEV000658,PROD00534,BATCH000392,PLANT02,Contamination,Minor,RC003,Closed,2023-06-11,2023-07-21
DEV000659,PROD00173,BATCH001027,PLANT05,Process Deviation,Critical,RC012,Closed,2023-11-16,2023-12-30
DEV000660,PROD00780,BATCH000378,PLANT03,Documentation Error,Major,RC017,Closed,2024-05-28,2024-06-14
DEV000661,PROD00064,BATCH001125,PLANT04,Documentation Error,Critical,RC022,Open,2024-03-10,
DEV000662,PROD00565,BATCH000022,PLANT03,Contamination,Minor,RC024,Closed,2023-06-10,2023-06-14
DEV000663,PROD00226,BATCH000078,PLANT01,Labeling Error,Major,RC014,Open,2025-04-14,
DEV000664,PROD00115,BATCH000582,PLANT05,Out-of-Specification (OOS),Major,RC007,Open,2024-04-01,
DEV000665,PROD00400,BATCH000512,PLANT01,Process Deviation,Minor,RC012,Under Review,2023-10-03,
DEV000666,PROD00843,BATCH000688,PLANT04,Temperature Excursion,Critical,RC009,Closed,2023-05-29,2023-06-14
DEV000667,PROD00438,BATCH000805,PLANT02,Temperature Excursion,Minor,RC002,Closed,2024-06-21,2024-07-09
DEV000668,PROD00922,BATCH001094,PLANT03,Labeling Error,Critical,RC008,Closed,2023-04-02,2023-05-14
DEV000669,PROD00806,BATCH000363,PLANT05,Labeling Error,Minor,RC023,Closed,2025-07-17,2025-08-07
DEV000670,PROD00216,BATCH000502,PLANT03,Equipment Malfunction,Major,RC016,Closed,2024-06-20,2024-07-02
DEV000671,PROD00276,BATCH001227,PLANT03,Contamination,Minor,RC010,Closed,2023-08-09,2023-09-20
DEV000672,PROD00916,BATCH001349,PLANT02,Documentation Error,Minor,RC008,Closed,2023-06-09,2023-06-24
DEV000673,PROD00954,BATCH000175,PLANT03,Process Deviation,Major,RC021,Closed,2023-11-21,2023-11-25
DEV000674,PROD00977,BATCH000412,PLANT01,Equipment Malfunction,Minor,RC006,Closed,2024-05-21,2024-06-14
DEV000675,PROD00451,BATCH001261,PLANT04,Process Deviation,Minor,RC009,Closed,2025-07-25,2025-07-30
DEV000676,PROD00112,BATCH000756,PLANT04,Documentation Error,Minor,RC007,Closed,2023-03-27,2023-04-23
DEV000677,PROD00417,BATCH001444,PLANT01,Documentation Error,Minor,RC004,Open,2023-08-17,
DEV000678,PROD00393,BATCH000968,PLANT03,Contamination,Minor,RC013,Closed,2023-06-18,2023-07-26
DEV000679,PROD00938,BATCH000334,PLANT01,Out-of-Specification (OOS),Minor,RC015,Closed,2023-07-16,2023-08-04
DEV000680,PROD00726,BATCH000048,PLANT04,Contamination,Minor,RC006,Closed,2025-07-15,2025-08-16
DEV000681,PROD00216,BATCH000269,PLANT03,Contamination,Minor,RC011,Closed,2025-05-05,2025-06-16
DEV000682,PROD00281,BATCH001289,PLANT02,Equipment Malfunction,Minor,RC003,Closed,2023-01-30,2023-02-13
DEV000683,PROD00462,BATCH000752,PLANT02,Temperature Excursion,Major,RC005,Open,2024-07-10,
DEV000684,PROD00328,BATCH001456,PLANT03,Temperature Excursion,Major,RC001,Closed,2024-06-12,2024-07-05
DEV000685,PROD00242,BATCH000094,PLANT01,Labeling Error,Minor,RC015,Closed,2025-04-17,2025-04-20
DEV000686,PROD00938,BATCH000307,PLANT01,Equipment Malfunction,Minor,RC014,Closed,2023-03-23,2023-04-28
DEV000687,PROD00549,BATCH001265,PLANT02,Temperature Excursion,Minor,RC018,Closed,2023-05-03,2023-06-08
DEV000688,PROD00294,BATCH001128,PLANT03,Contamination,Minor,RC016,Closed,2024-09-26,2024-10-10
DEV000689,PROD00764,BATCH000141,PLANT02,Temperature Excursion,Major,RC018,Closed,2024-03-18,2024-04-02
DEV000690,PROD00179,BATCH000640,PLANT04,Temperature Excursion,Minor,RC010,Closed,2023-10-27,2023-11-07
DEV000691,PROD00787,BATCH000267,PLANT01,Out-of-Specification (OOS),Minor,RC007,Closed,2023-09-28,2023-10-25
DEV000692,PROD00910,BATCH000785,PLANT03,Equipment Malfunction,Minor,RC023,Closed,2023-05-12,2023-06-03
DEV000693,PROD00913,BATCH000149,PLANT05,Out-of-Specification (OOS),Minor,RC004,Closed,2025-05-28,2025-06-06
DEV000694,PROD00652,BATCH000767,PLANT05,Equipment Malfunction,Minor,RC004,Closed,2025-03-05,2025-04-18
DEV000695,PROD00206,BATCH000415,PLANT02,Out-of-Specification (OOS),Minor,RC021,Closed,2024-02-23,2024-03-26
DEV000696,PROD00194,BATCH000506,PLANT05,Labeling Error,Minor,RC019,Closed,2024-02-08,2024-02-16
DEV000697,PROD00092,BATCH000645,PLANT05,Out-of-Specification (OOS),Minor,RC009,Closed,2024-11-24,2024-12-12
DEV000698,PROD00843,BATCH001145,PLANT04,Labeling Error,Minor,RC015,Closed,2024-10-11,2024-10-14
DEV000699,PROD00071,BATCH000543,PLANT01,Contamination,Critical,RC023,Open,2025-07-10,
DEV000700,PROD00767,BATCH001338,PLANT03,Contamination,Major,RC011,Under Review,2025-05-03,
DEV000701,PROD00225,BATCH001048,PLANT04,Equipment Malfunction,Major,RC004,Closed,2023-12-25,2024-02-04
DEV000702,PROD00052,BATCH000717,PLANT01,Contamination,Major,RC009,Closed,2025-08-08,2025-08-28
DEV000703,PROD00209,BATCH000355,PLANT01,Equipment Malfunction,Major,RC001,Under Review,2024-10-11,
DEV000704,PROD00655,BATCH001293,PLANT05,Documentation Error,Major,RC002,Closed,2024-05-23,2024-06-05
DEV000705,PROD00787,BATCH000067,PLANT01,Process Deviation,Major,RC013,Closed,2025-07-07,2025-07-16
DEV000706,PROD00027,BATCH000337,PLANT05,Equipment Malfunction,Minor,RC019,Closed,2024-05-23,2024-06-13
DEV000707,PROD00536,BATCH001235,PLANT04,Temperature Excursion,Minor,RC014,Closed,2023-06-15,2023-07-04
DEV000708,PROD00318,BATCH000233,PLANT04,Documentation Error,Minor,RC006,Closed,2025-03-26,2025-04-26
DEV000709,PROD00539,BATCH001039,PLANT05,Temperature Excursion,Minor,RC014,Closed,2024-01-01,2024-01-28
DEV000710,PROD00380,BATCH000686,PLANT03,Process Deviation,Minor,RC019,Under Review,2024-04-29,
DEV000711,PROD00872,BATCH001357,PLANT05,Out-of-Specification (OOS),Minor,RC017,Open,2023-11-12,
DEV000712,PROD00904,BATCH000674,PLANT05,Labeling Error,Minor,RC001,Closed,2024-08-12,2024-08-15
DEV000713,PROD00488,BATCH000972,PLANT03,Contamination,Minor,RC018,Under Review,2024-12-16,
DEV000714,PROD00724,BATCH000182,PLANT04,Labeling Error,Minor,RC006,Under Review,2023-09-28,
DEV000715,PROD00325,BATCH000421,PLANT03,Equipment Malfunction,Critical,RC007,Closed,2023-02-26,2023-03-10
DEV000716,PROD00848,BATCH001475,PLANT02,Out-of-Specification (OOS),Minor,RC025,Closed,2025-01-04,2025-01-10
DEV000717,PROD00441,BATCH001410,PLANT05,Documentation Error,Minor,RC023,Closed,2024-01-28,2024-02-10
DEV000718,PROD00183,BATCH000633,PLANT04,Contamination,Minor,RC012,Closed,2023-05-22,2023-07-05
DEV000719,PROD00377,BATCH001058,PLANT03,Out-of-Specification (OOS),Critical,RC003,Open,2023-11-06,
DEV000720,PROD00038,BATCH001310,PLANT05,Equipment Malfunction,Minor,RC025,Under Review,2023-11-29,
DEV000721,PROD00011,BATCH000301,PLANT02,Contamination,Major,RC020,Under Review,2025-05-29,
DEV000722,PROD00774,BATCH000147,PLANT02,Temperature Excursion,Major,RC005,Closed,2023-02-27,2023-04-09
DEV000723,PROD00617,BATCH000261,PLANT03,Temperature Excursion,Minor,RC008,Closed,2023-06-12,2023-06-28
DEV000724,PROD00609,BATCH000065,PLANT01,Documentation Error,Major,RC025,Closed,2023-08-28,2023-09-24
DEV000725,PROD00560,BATCH001101,PLANT01,Labeling Error,Major,RC020,Closed,2023-05-15,2023-06-18
DEV000726,PROD00075,BATCH001106,PLANT01,Equipment Malfunction,Major,RC025,Closed,2024-08-13,2024-08-21
DEV000727,PROD00091,BATCH001089,PLANT03,Temperature Excursion,Minor,RC017,Under Review,2024-03-08,
DEV000728,PROD00230,BATCH000682,PLANT03,Process Deviation,Major,RC009,Closed,2024-09-10,2024-09-22
DEV000729,PROD00657,BATCH000518,PLANT02,Process Deviation,Major,RC004,Closed,2025-03-18,2025-05-01
DEV000730,PROD00445,BATCH000120,PLANT01,Process Deviation,Minor,RC011,Open,2023-10-15,
DEV000731,PROD00769,BATCH000302,PLANT03,Equipment Malfunction,Major,RC005,Closed,2023-09-11,2023-09-27
